nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;82.36;"DI YOGYAKARTA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;78.7;"JAWA TIMUR"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;73.9;BANTEN
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;82.5;BALI
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;80.54;"NUSA TENGGARA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;79.21;"NUSA TENGGARA TIMUR"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;74.41;"KALIMANTAN BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;75.08;"KALIMANTAN TENGAH"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;72.67;"KALIMANTAN SELATAN"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;83.37;"KALIMANTAN TIMUR"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;-;"KALIMANTAN UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;83.5;"SULAWESI UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;74.78;"SULAWESI TENGAH"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;76.65;"SULAWESI SELATAN"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;76.87;"SULAWESI TENGGARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;78.51;GORONTALO
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;67.45;"SULAWESI BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;68.87;MALUKU
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;77.71;"MALUKU UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;77.54;"PAPUA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;59.22;PAPUA
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2010;Tahun;77.67;INDONESIA
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;74.13;ACEH
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;71.21;"SUMATERA UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;70.84;"SUMATERA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;74.15;RIAU
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;75.96;JAMBI
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;78.16;"SUMATERA SELATAN"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;78.17;BENGKULU
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;79.73;LAMPUNG
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;73.61;"KEP. BANGKA BELITUNG"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;82.08;"KEP. RIAU"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;79.06;"DKI JAKARTA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;77.52;"JAWA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;80.21;"JAWA TENGAH"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;86.06;"DI YOGYAKARTA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;78.78;"JAWA TIMUR"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;74.67;BANTEN
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;82.71;BALI
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;80.66;"NUSA TENGGARA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;80.67;"NUSA TENGGARA TIMUR"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;74.55;"KALIMANTAN BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;75.3;"KALIMANTAN TENGAH"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;72.44;"KALIMANTAN SELATAN"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;81.42;"KALIMANTAN TIMUR"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;-;"KALIMANTAN UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;79.32;"SULAWESI UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;70.54;"SULAWESI TENGAH"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;75.29;"SULAWESI SELATAN"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;74.79;"SULAWESI TENGGARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;79.3;GORONTALO
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;68.37;"SULAWESI BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;70.49;MALUKU
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;76.48;"MALUKU UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;75.44;"PAPUA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;58.68;PAPUA
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2011;Tahun;77;INDONESIA
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;75.1;ACEH
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;73.09;"SUMATERA UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;74.26;"SUMATERA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;72.8;RIAU
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;76.66;JAMBI
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;80.44;"SUMATERA SELATAN"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;80.7;BENGKULU
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;80.64;LAMPUNG
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;76.18;"KEP. BANGKA BELITUNG"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;80.8;"KEP. RIAU"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;81.76;"DKI JAKARTA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;79.56;"JAWA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;80.71;"JAWA TENGAH"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;81;"DI YOGYAKARTA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;79.01;"JAWA TIMUR"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;74.11;BANTEN
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;80.22;BALI
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;82.86;"NUSA TENGGARA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;79.93;"NUSA TENGGARA TIMUR"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;73.44;"KALIMANTAN BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;79.12;"KALIMANTAN TENGAH"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;76.62;"KALIMANTAN SELATAN"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;82.93;"KALIMANTAN TIMUR"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;-;"KALIMANTAN UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;80.45;"SULAWESI UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;71.59;"SULAWESI TENGAH"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;77.1;"SULAWESI SELATAN"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;75.81;"SULAWESI TENGGARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;77.07;GORONTALO
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;72.71;"SULAWESI BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;72.42;MALUKU
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;79.04;"MALUKU UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;77.34;"PAPUA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;62.91;PAPUA
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2012;Tahun;78.1;INDONESIA
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;74.09;ACEH
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;74.49;"SUMATERA UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;71.13;"SUMATERA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;73.64;RIAU
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;74.96;JAMBI
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;78.75;"SUMATERA SELATAN"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;78.02;BENGKULU
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;81.15;LAMPUNG
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;79.66;"KEP. BANGKA BELITUNG"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;83.04;"KEP. RIAU"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;76.37;"DKI JAKARTA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;78.83;"JAWA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;81.14;"JAWA TENGAH"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;82.55;"DI YOGYAKARTA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;80.09;"JAWA TIMUR"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;72.94;BANTEN
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;83.24;BALI
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;82.45;"NUSA TENGGARA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;80.04;"NUSA TENGGARA TIMUR"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;72.68;"KALIMANTAN BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;79.96;"KALIMANTAN TENGAH"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;74.78;"KALIMANTAN SELATAN"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;83.67;"KALIMANTAN TIMUR"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;-;"KALIMANTAN UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;83.05;"SULAWESI UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;74.31;"SULAWESI TENGAH"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;77.66;"SULAWESI SELATAN"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;78.4;"SULAWESI TENGGARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;79.86;GORONTALO
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;74.04;"SULAWESI BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;74.65;MALUKU
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;80.32;"MALUKU UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;76.86;"PAPUA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;64.54;PAPUA
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2013;Tahun;78.1;INDONESIA
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;74.11;ACEH
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;75.3;"SUMATERA UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;72.93;"SUMATERA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;75.43;RIAU
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;73.59;JAMBI
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;77.69;"SUMATERA SELATAN"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;78.45;BENGKULU
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;80.68;LAMPUNG
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;79.8;"KEP. BANGKA BELITUNG"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;78.19;"KEP. RIAU"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;81.37;"DKI JAKARTA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;80.08;"JAWA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;80.35;"JAWA TENGAH"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;82.54;"DI YOGYAKARTA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;81.1;"JAWA TIMUR"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;73.78;BANTEN
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;84.56;BALI
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;85.26;"NUSA TENGGARA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;80.04;"NUSA TENGGARA TIMUR"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;73.31;"KALIMANTAN BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;76.72;"KALIMANTAN TENGAH"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;74.44;"KALIMANTAN SELATAN"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;80.75;"KALIMANTAN TIMUR"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;-;"KALIMANTAN UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;81.67;"SULAWESI UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;76;"SULAWESI TENGAH"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;78.22;"SULAWESI SELATAN"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;79.39;"SULAWESI TENGGARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;79.07;GORONTALO
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;70.65;"SULAWESI BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;74.9;MALUKU
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;81.51;"MALUKU UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;77.04;"PAPUA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;63.53;PAPUA
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2014;Tahun;78.65;INDONESIA
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;60.73;ACEH
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;61.93;"SUMATERA UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;64.41;"SUMATERA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;66.35;RIAU
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;69.64;JAMBI
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;74.58;"SUMATERA SELATAN"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;76.25;BENGKULU
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;77.76;LAMPUNG
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;76.78;"KEP. BANGKA BELITUNG"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;79.19;"KEP. RIAU"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;75.64;"DKI JAKARTA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;71.15;"JAWA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;77.23;"JAWA TENGAH"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;80.14;"DI YOGYAKARTA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;74.79;"JAWA TIMUR"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;62.8;BANTEN
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;81.27;BALI
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;78.48;"NUSA TENGGARA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;74.07;"NUSA TENGGARA TIMUR"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;64.58;"KALIMANTAN BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;69.98;"KALIMANTAN TENGAH"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;70.59;"KALIMANTAN SELATAN"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;74.9;"KALIMANTAN TIMUR"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;71.76;"KALIMANTAN UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;77.84;"SULAWESI UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;67.33;"SULAWESI TENGAH"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;71.92;"SULAWESI SELATAN"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;71.59;"SULAWESI TENGGARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;73.33;GORONTALO
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;67.4;"SULAWESI BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;67.21;MALUKU
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;63.32;"MALUKU UTARA"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;65.73;"PAPUA BARAT"
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;57.61;PAPUA
"Persentase Balita yang Pernah Mendapat Imunisasi Campak";"Tidak Ada";2015;Tahun;71.63;INDONESIA
